id,status,name,company_type,Type,cidade,estado,carteira,Assinatura,Novo company_type,Nova carteira
74638,inactive,Casa Cruzeiro - GM,Revenda,company,Formiga,Minas Gerais,Carteira UsadosBR,#N/A,Concessionárias,
74639,inactive,Casa Cruzeiro Honda,Revenda,company,Formiga,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74640,inactive,Casa Cruzeiro Patrocinio,Revenda,company,Formiga,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74641,inactive,Casa Das Motoc,Revenda,company,Currais Novos,Rio Grande do Norte,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74642,inactive,Casa Do Automovel,Revenda,company,Ponta Grossa,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74643,inactive,Casa Do Automóvel,Revenda,company,São Carlos,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74644,inactive,Casa Do Carro,Revenda,company,Vargem Grande do Sul,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74645,inactive,Casa Do Carros,Revenda,company,Araçatuba,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74646,inactive,Casa Dos Motoqueiros,Revenda,company,Criciúma,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74647,inactive,Casa Dos Veículos,Revenda,company,Chapecó,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74648,inactive,Casa Do Taxista,Revenda,company,Belo Horizonte,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74649,inactive,Casagrande,Revenda,company,Vitória,Espírito Santo,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74650,active,Casagrande Veículos,Revenda,company,Serra,Espírito Santo,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74652,inactive,Casal-Esp,Revenda,company,São Gonçalo,Rio de Janeiro,Carteira Concessionária,#N/A,Concessionárias,
74653,inactive,Casal Veiculos,Revenda,company,Macaé,Rio de Janeiro,Carteira Concessionária,#N/A,Concessionárias,
74654,inactive,Casal Vw Cabo Frio,Revenda,company,Cabo Frio,Rio de Janeiro,Carteira Concessionária,#N/A,Concessionárias,
74655,inactive,Casal Vw Rio Bonito,Revenda,company,Rio Bonito,Rio de Janeiro,Carteira Concessionária,#N/A,Concessionárias,
74656,inactive,Casal VW SG,Revenda,company,São Gonçalo,Rio de Janeiro,Carteira Concessionária,#N/A,Concessionárias,
74657,inactive,Casa Motoc.Assu,Revenda,company,Açu,Rio Grande do Norte,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74658,inactive,Casa Nova Veiculos,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74659,inactive,Casão Veículos,Revenda,company,Marechal Cândido Rondon,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74660,inactive,Casarão Motos,Revenda,company,Santos,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74661,active,Casarao Veiculos,Revenda,company,Manaus,Amazonas,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74662,inactive,Casarão Veículos,Revenda,company,São Roque,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74663,inactive,Casaril Com De Automoveis Ltda,Revenda,company,Curitiba,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74664,inactive,Casarini,Revenda,company,São Paulo,São Paulo,Carteira Concessionária,#N/A,Concessionárias,
74665,inactive,Casarini Motorsports,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74666,inactive,Casaroto Veículos,Revenda,company,Cachoeira do Sul,Rio Grande do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74667,inactive,Casauto,Revenda,company,São João de Meriti,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74668,inactive,Casa Verde Automoveis,Revenda,company,Ribeirão do Pinhal,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74669,inactive,Casa Verde Veículos - Joinville,Revenda,company,Joinville,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74670,inactive,Cascavel Veic Cascavel Pr,Revenda,company,Cascavel,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74671,inactive,Caseiro Veiculos,Revenda,company,Presidente Prudente,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74673,inactive,Cassani Veículos Multimarcas,Revenda,company,Colatina,Espírito Santo,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74674,inactive,Cassicar Automoveis,Revenda,company,Caxias do Sul,Rio Grande do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74675,inactive,Cassimiro Automóveis,Revenda,company,Araçatuba,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74676,inactive,Cassio Veiculos,Revenda,company,Paulínia,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74677,inactive,Castanho Automoveis Ltda - Epp,Revenda,company,Concórdia,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74678,inactive,Castanho Veículos,Revenda,company,Itapetininga,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74679,inactive,Castelao Com Veciculos,Revenda,company,Pomerode,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74680,inactive,Castelinho Veculos,Revenda,company,Cerquilho,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74681,inactive,Castell Okm,Revenda,company,Presidente Prudente,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74682,inactive,Castell Park,Revenda,company,Presidente Prudente,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74683,inactive,Castell Tupa,Revenda,company,Tupã,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74684,inactive,Castell Veículos,Revenda,company,Presidente Prudente,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74685,inactive,Castelo Automóveis,Revenda,company,Osasco,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74686,inactive,Castelo Motors,Revenda,company,Campinas,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74687,inactive,Castelo Veículos,Revenda,company,Campinas,São Paulo,Carteira CS - Kelly Viana,#N/A,Revendas,Lucas Bombini
74688,inactive,Castelo Veiculos,Revenda,company,Campinas,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74689,inactive,Castelo Veículos,Revenda,company,Garanhuns,Pernambuco,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74690,inactive,Castilho Automoveis,Revenda,company,Londrina,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74691,inactive,Castilho Automóveis,Revenda,company,Sertãozinho,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74693,inactive,Castro Motos,Revenda,company,Nova Iguaçu,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74694,inactive,Castro Veículos,Revenda,company,Ceres,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
74695,inactive,Castrovel Veículos,Revenda,company,São Mateus do Sul,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74696,inactive,Casty Motors,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74697,inactive,Cataguases Veiculos,Revenda,company,Cataguases,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74698,inactive,Catai Veiculos,Revenda,company,São Gonçalo,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74699,inactive,Catalão Seminovos,Revenda,company,Belo Horizonte,Minas Gerais,Carteira UsadosBR,#N/A,Concessionárias,
74700,inactive,Catalão Veículos - Vw,Revenda,company,Belo Horizonte,Minas Gerais,Carteira UsadosBR,#N/A,Concessionárias,
74701,inactive,Catalina Multimarcas,Revenda,company,Catalão,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
74702,inactive,Catão Veículos,Revenda,company,Teresópolis,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74703,inactive,Catao Veiculos,Revenda,company,Teresópolis,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74704,active,Catatal Veículos Multimarcas,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74705,inactive,Catatau Veículos,Revenda,company,Sinop,Mato Grosso,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74706,inactive,Catedral Veiculos,Revenda,company,Juiz de Fora,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74707,inactive,Catedral Veículos,Revenda,company,Contagem,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74708,inactive,Catingueira Automotores,Revenda,company,Patos,Paraíba,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74709,inactive,Catira Veiculos,Revenda,company,Bom Despacho,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74710,inactive,Cativa Veículos,Revenda,company,Várzea Paulista,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74711,inactive,Cat Motors,Revenda,company,Piracicaba,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74712,inactive,Catoio Veiculos,Revenda,company,Campos dos Goytacazes,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74713,inactive,Catuai Veiculos,Revenda,company,Londrina,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74714,inactive,Catunda Automóveis,Revenda,company,Bebedouro,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74717,inactive,Caue Veiculos,Revenda,company,Bebedouro,São Paulo,Carteira UsadosBR,#N/A,Concessionárias,
74718,inactive,Cavachini Automóveis,Revenda,company,Sorocaba,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74719,inactive,Cavalcante Veiculos,Revenda,company,São Caetano do Sul,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74720,active,Cavalcante Veículos,Revenda,company,Fortaleza,Ceará,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74721,active,Cavalinho Veiculos,Revenda,company,Avaré,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74722,inactive,Cavalo De A¸O Veiculos,Revenda,company,Manaus,Amazonas,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74723,active,Cavalo Marinho Veiculos,Revenda,company,Maceió,Alagoas,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74724,inactive,Cavassin Veiculos,Revenda,company,Curitiba,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74725,inactive,Cavec,Revenda,company,Caratinga,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74727,inactive,Cavepe Motos,Revenda,company,Senhor do Bonfim,Bahia,Carteira UsadosBR,#N/A,Concessionárias,
74728,inactive,Cavepe-Senhor Do Bonfim,Revenda,company,Senhor do Bonfim,Bahia,Carteira UsadosBR,#N/A,Concessionárias,
74729,inactive,Caxangá Automóveis,Revenda,company,Recife,Pernambuco,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74730,inactive,Caxanga Veiculos - GM,Revenda,company,Recife,Pernambuco,Carteira CS - Bruna Rodrigues,DS Autoestoque,Concessionárias,
74731,inactive,Cayenne Multimarcas,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74732,inactive,Cb Automoveis,Revenda,company,Herval d'Oeste,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74734,inactive,Cb Veiculos,Revenda,company,Osasco,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74736,inactive,C & C,Revenda,company,Araçatuba,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74738,inactive,C & C Automoveis,Revenda,company,Tubarão,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74740,active,CCN Veículos,Revenda,company,São Mateus do Sul,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74741,inactive,Ccs Caminhoes,Revenda,company,Barreiras,Bahia,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74742,inactive,Ccv,Revenda,company,Carpina,Pernambuco,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74744,inactive,Ccv Auto Shopping Pinhais,Revenda,company,Pinhais,Paraná,Carteira UsadosBR,#N/A,Concessionárias,
74746,inactive,Ccv (Camboriu),Revenda,company,Balneário Camboriú,Santa Catarina,Carteira UsadosBR,#N/A,Concessionárias,
74747,inactive,Ccv (Camboriu Sr),Revenda,company,Balneário Camboriú,Santa Catarina,Carteira UsadosBR,#N/A,Concessionárias,
74748,inactive,Ccv - Itajai,Revenda,company,Itajaí,Santa Catarina,Carteira UsadosBR,#N/A,Concessionárias,
74751,inactive,Concessionária CCV Chevrolet,Revenda,company,Curitiba,Paraná,Carteira UsadosBR,#N/A,Concessionárias,
74752,inactive,CDA,Concessionaria,company,Fortaleza,Ceará,Carteira Concessionária,#N/A,Concessionárias,
74753,inactive,Cda Veiculos,Revenda,company,Piumhi,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74754,inactive,Cd Car Veiculos,Revenda,company,Atibaia,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74755,active,CD Veículos,Revenda,company,Ourinhos,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74756,inactive,Cdz Veiculos,Revenda,company,Várzea Paulista,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74757,inactive,Ceara Automoveis,Revenda,company,Patos de Minas,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74758,inactive,Ceara Auto Shopping,Revenda,company,Fortaleza,Ceará,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74759,inactive,Ceara Motor,Revenda,company,Fortaleza,Ceará,Carteira UsadosBR,#N/A,Concessionárias,
74760,inactive,Ceara Motor Juazeiro,Revenda,company,Juazeiro do Norte,Ceará,Carteira UsadosBR,#N/A,Concessionárias,
74761,inactive,Ceara Veiculos,Revenda,company,João Pessoa,Paraíba,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74762,inactive,Ceara Veiculos,Revenda,company,Petrolina,Pernambuco,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74763,inactive,Ceará Veículos,Revenda,company,Petrolina,Pernambuco,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74764,inactive,Ceasa Auto Shopping,Revenda,company,São Gonçalo,Rio de Janeiro,Carteira CS - Kelly Viana,#N/A,Concessionárias,
74765,inactive,Ceautos Multimarcas,Revenda,company,Fortaleza,Ceará,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74766,inactive,Cebola Automoveis,Revenda,company,Criciúma,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74767,inactive,Cebolinha Automoveis,Revenda,company,Mococa,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74768,inactive,C E C Bentolos,Revenda,company,Bento Gonçalves,Rio Grande do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74769,inactive,Ceccon Automoveis,Revenda,company,Uberlândia,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74770,inactive,Cedro,Revenda,company,Maringá,Paraná,Carteira UsadosBR,#N/A,Concessionárias,
74771,inactive,Cedro Veiculos,Revenda,company,Rio de Janeiro,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74772,inactive,Cefas Multimarcas,Revenda,company,Mogi das Cruzes,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74773,inactive,Celcar Multimarcas,Revenda,company,São Bernardo do Campo,São Paulo,Carteira CS - Ana Lúcia Meireles,#N/A,Concessionárias,
74774,inactive,Celebration Multimarcas,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74775,inactive,Celestial Veículos,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74776,active,Celinho Automóveis,Revenda,company,Betim,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74777,inactive,Celino Automóvel,Revenda,company,Campina Grande,Paraíba,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74778,inactive,Célio Automóveis,Revenda,company,Americana,São Paulo,Carteira CS - Rita Moregola,#N/A,Revendas,Lucas Bombini
74779,inactive,Celio Formigoni,Revenda,company,Tietê,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74780,inactive,Celio Motos,Revenda,company,São José,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74781,inactive,Celio Veiculos,Revenda,company,Franca,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74782,inactive,Celio Veiculos,Revenda,company,Rio Verde,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
74783,inactive,Célio Veículos E Financiamentos,Revenda,company,Franca,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74784,inactive,Cellicar,Revenda,company,Rio de Janeiro,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74785,inactive,Cello'S Car Veículos,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74786,inactive,Celmar,Revenda,company,Itanhaém,São Paulo,Carteira Concessionária,#N/A,Concessionárias,
74787,inactive,Celmar Peruibe,Revenda,company,Peruíbe,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74788,inactive,Celsinho Multimarcas,Revenda,company,Limeira,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74789,inactive,Celso Automoveis,Revenda,company,Jacutinga,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74790,inactive,Celso Automoveis,Revenda,company,Jacutinga,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74791,inactive,Celso Automóveis,Revenda,company,Ibirama,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74792,inactive,Celso Automóveis,Revenda,company,Tubarão,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74793,inactive,Celso Automoveis De Itapira Ltda,Revenda,company,Itapira,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74794,inactive,Celso Multimarcas,Revenda,company,Itapira,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74795,inactive,Celso Veiculos,Revenda,company,Novo Hamburgo,Rio Grande do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74796,inactive,Celso Veiculos,Revenda,company,Dois Irmãos,Rio Grande do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74797,inactive,Celta Multimarcas,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74799,inactive,Racing Multimarcas 0km,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74800,inactive,Cemil,Revenda,company,Taquara,Rio Grande do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74801,inactive,Cenauto Veículos,Revenda,company,Presidente Prudente,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74802,inactive,Cenci Automoveis,Revenda,company,Chapecó,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74804,inactive,Center 3 Multimarcas,Revenda,company,Osasco,São Paulo,Carteira CS - Kelly Viana,#N/A,Revendas,Lucas Bombini
74805,inactive,Center Car,Revenda,company,Abreu e Lima,Pernambuco,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74806,inactive,Center Car,Revenda,company,Pouso Alegre,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74807,inactive,Center Car,Revenda,company,Belo Horizonte,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74808,inactive,Center Car,Revenda,company,Juiz de Fora,Minas Gerais,Carteira UsadosBR,#N/A,Concessionárias,
74809,inactive,Center Car Automóveis,Revenda,company,Bernardino de Campos,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74810,inactive,Center Car,Revenda,company,Dracena,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74811,inactive,Center Car,Revenda,company,Barra Mansa,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74812,inactive,Center Car,Revenda,company,Astolfo Dutra,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74813,inactive,Center Car Multimarcas,Revenda,company,Campinas,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74814,inactive,Center Car Multimarcas,Revenda,company,Sobral,Ceará,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74815,inactive,Center Carrus,Revenda,company,Divinópolis,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74816,inactive,Center Car Veiculos,Revenda,company,Catanduva,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74817,inactive,Center Car Veiculos,Revenda,company,Guaratinguetá,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74818,inactive,Center Car Veiculos,Revenda,company,São José do Rio Preto,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74819,inactive,Centercar Veiculos,Revenda,company,Barra Mansa,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74821,inactive,Center Car Veículos,Revenda,company,Presidente Prudente,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74822,inactive,Center Car Veículos,Revenda,company,Jaru,Rondônia,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74823,active,Centercar Veículos,Revenda,company,Jundiaí,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74824,inactive,Center Marechal,Revenda,company,Curitiba,Paraná,Carteira UsadosBR,#N/A,Concessionárias,
74826,inactive,Center Motos,Revenda,company,Capivari de Baixo,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74827,inactive,Center Sao Jose,Revenda,company,São José dos Pinhais,Paraná,Carteira UsadosBR,#N/A,Concessionárias,
74828,inactive,Center Seminovos Maringá,Revenda,company,Maringá,Paraná,Carteira UsadosBR,#N/A,Concessionárias,
74830,inactive,Center Veiculos,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74831,inactive,Center Veiculos,Revenda,company,Jacareí,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74833,active,Center Veiculos,Revenda,company,Uberlândia,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74834,inactive,Centervel,Revenda,company,São Lourenço,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74835,inactive,Center Xv,Revenda,company,Curitiba,Paraná,Carteira UsadosBR,#N/A,Concessionárias,
74836,inactive,Central Automoveis,Revenda,company,São Bento do Sul,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74837,inactive,Central Automóveis,Revenda,company,Botucatu,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74839,inactive,Central Auto Shopping,Revenda,company,Uberlândia,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74840,inactive,Central Car,Revenda,company,Resende,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74841,inactive,Central Car,Revenda,company,Regente Feijó,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74843,inactive,Central Car,Revenda,company,Manaus,Amazonas,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74844,inactive,Central Car Automóveis,Revenda,company,São Bernardo do Campo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74845,inactive,Central Car Ituiutaba,Revenda,company,Ituiutaba,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74846,inactive,Central Car Veiculos,Revenda,company,Monte Carmelo,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74847,inactive,Central De Negocios,Revenda,company,Jaraguá do Sul,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74848,inactive,Central De Repasses,Revenda,company,Recife,Pernambuco,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74849,inactive,Central Do Automovel,Revenda,company,Salvador,Bahia,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74850,inactive,Central Do Automóvel,Revenda,company,Salvador,Bahia,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74851,inactive,Central Do Carro,Revenda,company,Bauru,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74852,inactive,Central automóveis,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74854,inactive,Central Motos,Revenda,company,Ariquemes,Rondônia,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74855,inactive,Central Multimarcas,Revenda,company,Atibaia,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74856,inactive,Central Multimarcas,Revenda,company,Atibaia,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74857,inactive,Central Park,Revenda,company,Maringá,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74858,inactive,Centralsul Veículos,Revenda,company,São Mateus do Sul,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74859,inactive,Central Veiculos,Revenda,company,Serra,Espírito Santo,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74860,inactive,Central Veiculos,Revenda,company,Cianorte,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74861,inactive,Central Veiculos,Revenda,company,Mogi Guaçu,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74862,inactive,Central Veiculos,Revenda,company,Mossoró,Rio Grande do Norte,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74863,inactive,Central Veiculos,Revenda,company,Imperatriz,Maranhão,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74864,inactive,Central Veiculos,Revenda,company,Suzano,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74865,inactive,Central Veiculos,Revenda,company,Brusque,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74866,inactive,Central Veiculos,Revenda,company,Barreiras,Bahia,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74868,inactive,Central Veiculos,Revenda,company,Muriaé,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74869,inactive,Central Veiculos,Revenda,company,Brusque,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74870,inactive,Central Veículos,Revenda,company,Salto de Pirapora,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
