id,status,name,company_type,Type,cidade,estado,carteira,Assinatura,Novo company_type,Nova carteira
74872,inactive,Central Veículos,Revenda,company,Canoinhas,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74873,inactive,Central Veículos,Revenda,company,Salvador,Bahia,Carteira UsadosBR,#N/A,Concessionárias,
74874,active,Central Veículos,Revenda,company,Santarém,Pará,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74875,inactive,Central Veículos,Revenda,company,Cascavel,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74876,inactive,Central Veículos,Revenda,company,Água Boa,Mato Grosso,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74877,inactive,Central Veículos,Revenda,company,Rio Grande,Rio Grande do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74878,inactive,Central Veículos,Revenda,company,Caratinga,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74879,inactive,Central Veículos,Revenda,company,Salto de Pirapora,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74880,inactive,Central Veículos,Revenda,company,Valparaíso,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74881,inactive,Central Veículos,Revenda,company,Cuiabá,Mato Grosso,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74882,inactive,Central Veículos,Revenda,company,Olímpia,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74883,inactive,Central Veículos,Revenda,company,Linhares,Espírito Santo,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74884,inactive,Central Veiculos 1,Revenda,company,Ituiutaba,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74885,inactive,Central Veículos - Jataí,Revenda,company,Jataí,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
74886,inactive,Central Veículos - Jd. Botânico,Revenda,company,Sinop,Mato Grosso,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74887,inactive,Central Veiculos Ltda,Revenda,company,Patos de Minas,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74888,inactive,Central Veiculos Mococa,Revenda,company,Mococa,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74889,inactive,Centrão Automóveis,Revenda,company,Mococa,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74890,inactive,Centro Automotivo Golden Car,Revenda,company,São Paulo,São Paulo,Carteira Concessionária,#N/A,Concessionárias,
74891,inactive,Centro Car,Revenda,company,Caxias do Sul,Rio Grande do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74892,inactive,Centro Car,Revenda,company,Cruz das Almas,Bahia,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74893,inactive,Centro Car Autolocadora De Automoveis,Revenda,company,Otacílio Costa,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74894,inactive,Centro Car Automóveis,Revenda,company,Ituporanga,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74895,inactive,Centrocar Veiculos,Revenda,company,Blumenau,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74897,inactive,Centro Veiculos,Revenda,company,Sete Lagoas,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74898,inactive,Centro Via Veículos,Revenda,company,Diadema,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74899,inactive,C E N Veículos Ltda,Revenda,company,Governador Valadares,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74900,inactive,Ceolin-Df,Revenda,company,Teixeira de Freitas,Bahia,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74901,inactive,Ceolin Jeep,Revenda,company,Teixeira de Freitas,Bahia,Carteira UsadosBR,#N/A,Concessionárias,
74902,inactive,Ceolin Automoveis Ltda,Revenda,company,Teixeira de Freitas,Bahia,Carteira UsadosBR,#N/A,Concessionárias,
74904,inactive,Ceravi Veículos,Revenda,company,Valinhos,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74905,inactive,Cerqueira Veiculos,Revenda,company,Cerqueira César,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74906,inactive,Cerro Car,Revenda,company,São Paulo,São Paulo,Carteira CS - Rita Moregola,#N/A,Revendas,Lucas Bombini
74907,inactive,Certa Veiculos,Revenda,company,Natal,Rio Grande do Norte,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74908,inactive,Certificados Zensul,Revenda,company,Porto Alegre,Rio Grande do Sul,Carteira UsadosBR,#N/A,Concessionárias,
74909,inactive,Certo Automóveis,Revenda,company,Sorocaba,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74910,inactive,Certo Veiculos,Revenda,company,Lins,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74911,inactive,Cervantes Veiculos,Revenda,company,Belo Horizonte,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74912,inactive,Cesar Automoveis,Revenda,company,Capivari de Baixo,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74914,inactive,Cesar Car,Revenda,company,Fortaleza,Ceará,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74915,inactive,Cesario Automoveis,Revenda,company,Arcos,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74916,inactive,Cesar Leite Automoveis,Revenda,company,Curitiba,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74917,inactive,Cesar Leite Filial,Revenda,company,Curitiba,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74918,inactive,Júnior Car,Revenda,company,Pereira Barreto,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74919,inactive,Cesar Veiculos,Revenda,company,Jacareí,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74920,inactive,Cesar Veiculos,Revenda,company,Tangará da Serra,Mato Grosso,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74921,inactive,Cesar Veículos,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74922,active,Ceschini Automóveis,Revenda,company,Osasco,São Paulo,Carteira CS - Eliane Martins,Anuncio Revenda Ilimitado,Revendas,Lucas Bombini
74923,inactive,Cesinha Veiculos,Revenda,company,Botucatu,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74924,inactive,C E S Veiculos,Revenda,company,Resende,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74925,inactive,Cevel,Revenda,company,Boa Esperança,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74927,inactive,Cevel-Df,Revenda,company,Aparecida de Goiânia,Goiás,Carteira UsadosBR,#N/A,Concessionárias,
74928,inactive,Cevel Veículos,Revenda,company,Manaus,Amazonas,Carteira UsadosBR,#N/A,Concessionárias,
74929,inactive,Cevema-Df,Revenda,company,Juazeiro do Norte,Ceará,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74930,inactive,Cevema - Juazeiro,Concessionaria,company,Juazeiro do Norte,Ceará,Carteira Concessionária,#N/A,Concessionárias,
74931,inactive,Cezare Automóveis,Revenda,company,São Bernardo do Campo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74932,inactive,Cfcar,Revenda,company,Belo Horizonte,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74933,inactive,C.F. Car Veiculos,Revenda,company,Presidente Venceslau,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74934,inactive,Cfc Multimarcas,Revenda,company,Vinhedo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74935,inactive,Cgomes Automoveis,Revenda,company,Duque de Caxias,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74936,inactive,CG Veiculos,Revenda,company,Penápolis,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74937,inactive,C & G Veículos,Revenda,company,Uberaba,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74938,inactive,Chacar Veiculos,Revenda,company,Luiz Alves,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74939,inactive,Chacha Veiculos,Revenda,company,João Pessoa,Paraíba,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74940,inactive,Chafariz Automóveis,Revenda,company,Niterói,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74941,inactive,Chaga Veículos,Revenda,company,Bragança,Pará,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74942,inactive,Chagon Veiculos,Revenda,company,Curitiba,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74943,inactive,Chalana Veiculos Pta Grossa,Revenda,company,Ponta Grossa,Paraná,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74944,inactive,Chalé Automóveis,Revenda,company,Governador Valadares,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74945,inactive,Challenge Motors,Revenda,company,Rio de Janeiro,Rio de Janeiro,Carteira UsadosBR,#N/A,Concessionárias,
74946,inactive,Chama Veiculos,Revenda,company,Belo Horizonte,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74947,inactive,Chambord Veículos,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74948,inactive,Chamorro,Revenda,company,Taquarituba,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74949,inactive,Chamorro Multimarcas,Revenda,company,Taquarituba,São Paulo,Carteira UsadosBR,#N/A,Concessionárias,
74950,inactive,Chamorro Veiculos Itapeva,Revenda,company,Itapeva,São Paulo,Carteira UsadosBR,#N/A,Concessionárias,
74952,inactive,Champion Car,Revenda,company,São Bernardo do Campo,São Paulo,Carteira UsadosBR,#N/A,Concessionárias,
74953,inactive,Champion Car Auto Shopping Imigrantes,Revenda,company,São Bernardo do Campo,São Paulo,Carteira UsadosBR,#N/A,Concessionárias,
74954,inactive,Champion Fortaleza,Revenda,company,Fortaleza,Ceará,Carteira UsadosBR,#N/A,Concessionárias,
74955,inactive,Champion Lifan,Revenda,company,Vila Velha,Espírito Santo,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74956,inactive,Champion Subaru,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Concessionárias,
74957,inactive,Champion Veículos,Revenda,company,Aparecida de Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
74958,inactive,Champion Volvo,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Concessionárias,
74959,inactive,Champs Elysees (Caxias Do Sul - Matriz),Revenda,company,Caxias do Sul,Rio Grande do Sul,Carteira UsadosBR,#N/A,Concessionárias,
74960,inactive,Champs Elysees (Ijuí),Revenda,company,Ijuí,Rio Grande do Sul,Carteira UsadosBR,#N/A,Concessionárias,
74961,inactive,Champs Elysees (Lajeado - Matriz),Revenda,company,Lajeado,Rio Grande do Sul,Carteira UsadosBR,#N/A,Concessionárias,
74962,inactive,Champs Elysées Sm,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Concessionárias,
74963,inactive,Champs Elysees,Revenda,company,Santa Cruz do Sul,Rio Grande do Sul,Carteira UsadosBR,#N/A,Concessionárias,
74965,inactive,Chanson Veiculos,Revenda,company,Santa Cruz do Sul,Rio Grande do Sul,Carteira UsadosBR,#N/A,Concessionárias,
74966,inactive,Chanson Veículos,Revenda,company,Maringá,Paraná,Carteira UsadosBR,#N/A,Concessionárias,
74967,inactive,Chanson Veiculos Ltda,Revenda,company,Maringá,Paraná,Carteira UsadosBR,#N/A,Concessionárias,
74969,inactive,Chaparral Automóveis,Revenda,company,Além Paraíba,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74970,inactive,Chaparral Automóveis,Revenda,company,Maceió,Alagoas,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74971,inactive,Chaparral Automóveis,Revenda,company,Maceió,Alagoas,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74972,inactive,Chapeco Auto Chapeco Pr,Revenda,company,Chapecó,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74973,inactive,Chapeco Multimarcas,Revenda,company,Chapecó,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74975,inactive,Charanga Veículos,Revenda,company,Paraguaçu Paulista,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74976,inactive,Charlão Negócios,Revenda,company,São José dos Campos,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74977,inactive,Charles Automóveis,Revenda,company,São Gonçalo,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74978,inactive,Charles Veiculos,Revenda,company,Linhares,Espírito Santo,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74980,inactive,Chase Motors,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74981,inactive,Chase Motors,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74982,inactive,Chaveco Veículos,Revenda,company,Blumenau,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74983,inactive,Chaves & Chaves,Revenda,company,Paranaíba,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74985,inactive,Checar,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74986,inactive,Checar Multimarcas,Revenda,company,São José dos Campos,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74987,inactive,Chel Auto Marcas,Revenda,company,Concórdia,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
74988,inactive,Chemarauto,Revenda,company,Guaratinguetá,São Paulo,Carteira CS - Kelly Viana,DS Autoestoque,Concessionárias,
74989,inactive,Chemarauto Cruzeiro (Eflc),Revenda,company,Cruzeiro,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74990,inactive,Chemarauto Lorena (Eflc),Revenda,company,Lorena,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
74991,inactive,Chery Amur - Concessionaria Autorizada,Revenda,company,Concórdia,Santa Catarina,Carteira Concessionária,#N/A,Concessionárias,
74992,inactive,CAOA Chery D21 Motors Aricanduva,Concessionaria,company,São Paulo,São Paulo,Carteira CAOA,#N/A,Concessionárias,
74993,inactive,Chery Autochina,Revenda,company,Maceió,Alagoas,Carteira UsadosBR,#N/A,Concessionárias,
74994,inactive,Chery Balilla Veiculos,Revenda,company,Indaiatuba,São Paulo,Carteira UsadosBR,#N/A,Concessionárias,
74995,active,"Chery Brasil Importação, Fabricação E Distribuição De Veículos Ltda",Revenda,company,Jacareí,São Paulo,Carteira CS - Raphael Oliveira,#N/A,Concessionárias,
74996,inactive,Chery Destaque,Revenda,company,Poá,São Paulo,Carteira CS - Kelly Viana,Mr Sales,Concessionárias,
74997,inactive,Chery Dvp Leste,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Concessionárias,
74998,inactive,CAOA Chery D21 Motors Estoril,Concessionaria,company,Belo Horizonte,Minas Gerais,Carteira CAOA,#N/A,Concessionárias,
74999,inactive,Chery Fabricado Do Brasil,Revenda,company,Limeira,São Paulo,Carteira UsadosBR,#N/A,Concessionárias,
75000,inactive,Chery Geração Motors,Revenda,company,Florianópolis,Santa Catarina,Carteira UsadosBR,#N/A,Concessionárias,
75001,inactive,Chery Ho,Revenda,company,Porto Velho,Rondônia,Carteira UsadosBR,#N/A,Concessionárias,
75002,inactive,Chery - Jabaquara,Revenda,company,São Paulo,São Paulo,Carteira CAOA,#N/A,Concessionárias,
75004,inactive,CAOA Chery D21 Motors João Dias,Concessionaria,company,São Paulo,São Paulo,Carteira CAOA,#N/A,Concessionárias,
75005,inactive,Caoa Chery D21 Motors Moema,Concessionaria,company,São Paulo,São Paulo,Carteira CAOA,#N/A,Concessionárias,
75006,inactive,CAOA Chery D21 Motors Paralela,Concessionaria,company,Salvador,Bahia,Carteira CAOA,#N/A,Concessionárias,
75007,inactive,Chery Premium,Revenda,company,Fortaleza,Ceará,Carteira UsadosBR,#N/A,Concessionárias,
75008,inactive,Chery Redecar Chapecó,Revenda,company,Chapecó,Santa Catarina,Carteira UsadosBR,#N/A,Concessionárias,
75009,inactive,Chery Verão,Revenda,company,São Luís,Maranhão,Carteira UsadosBR,#N/A,Concessionárias,
75010,inactive,Chery Zibo,Revenda,company,Uberaba,Minas Gerais,Carteira UsadosBR,#N/A,Concessionárias,
75012,inactive,Chevel (Bom Despacho - Filial),Revenda,company,Bom Despacho,Minas Gerais,Carteira UsadosBR,#N/A,Concessionárias,
75013,inactive,Chevel De Itaúna,Revenda,company,Itaúna,Minas Gerais,Carteira UsadosBR,#N/A,Concessionárias,
75014,inactive,Chevel (Para De Minas - Filial),Revenda,company,Pará de Minas,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
75015,inactive,Cheverny,Revenda,company,Contagem,Minas Gerais,Carteira UsadosBR,#N/A,Concessionárias,
75016,inactive,Cheverny Veiculos,Revenda,company,Belo Horizonte,Minas Gerais,Carteira UsadosBR,#N/A,Concessionárias,
75017,inactive,Chevrocar Auto Center,Revenda,company,Itumbiara,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
75018,inactive,Cheyd-Car Veículos,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
75019,inactive,Volkswagen Chiapetti,Revenda,company,Cascavel,Paraná,Carteira UsadosBR,#N/A,Concessionárias,
75020,inactive,Chiapetti - Cascavel,Revenda,company,Cascavel,Paraná,Carteira UsadosBR,#N/A,Concessionárias,
75021,inactive,Chiapetti Foz,Revenda,company,Foz do Iguaçu,Paraná,Carteira UsadosBR,#N/A,Concessionárias,
75022,inactive,Chiapetti Jeep Toledo,Revenda,company,Toledo,Paraná,Carteira UsadosBR,#N/A,Concessionárias,
75023,inactive,Chiavegati,Revenda,company,Novo Hamburgo,Rio Grande do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
75024,inactive,Chicaneco Veículos,Revenda,company,Poços de Caldas,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
75025,inactive,Chick Veiculos,Revenda,company,Andradas,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
75026,inactive,Chico Auto,Revenda,company,Rio de Janeiro,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
75027,inactive,Chico Auto Itapiranga Sc,Revenda,company,Itapiranga,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
75028,inactive,Chico Automoveis,Revenda,company,São Lourenço,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
75029,inactive,Chico SA Veiculos,Revenda,company,Belo Horizonte,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
75030,inactive,Chico Sá Veículos,Revenda,company,Belo Horizonte,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
75031,inactive,Chicos Car,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
75032,inactive,Chico Veiculos,Revenda,company,Poços de Caldas,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
75033,inactive,Chico Veículos,Revenda,company,Amparo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
75034,inactive,Chies Automóveis,Revenda,company,Carlos Barbosa,Rio Grande do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
75035,inactive,Felippe Multimarcas,Revenda,company,Bragança Paulista,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
75036,inactive,Chima Veículos,Revenda,company,Venâncio Aires,Rio Grande do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
75037,inactive,Chimavel Veiculos,Revenda,company,Sombrio,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
75038,inactive,China Automóveis,Revenda,company,Itajaí,Santa Catarina,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
75039,inactive,China Automóveis,Revenda,company,São Paulo,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
75041,inactive,Chinautocar,Revenda,company,Belo Horizonte,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
75043,inactive,China Veiculos,Revenda,company,Caruaru,Pernambuco,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
75044,inactive,China Veículos,Revenda,company,Uberlândia,Minas Gerais,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
75045,active,Cordial - Caçador,Concessionaria,company,Caçador,Santa Catarina,Carteira UsadosBR,#N/A,Concessionárias,
75046,active,Cordial - Concórdia,Concessionaria,company,Concórdia,Santa Catarina,Carteira UsadosBR,#N/A,Concessionárias,
75047,inactive,Chiquinho Automoveis,Revenda,company,Bragança Paulista,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
75048,inactive,Chiquinho Veículos,Revenda,company,Caxias do Sul,Rio Grande do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
75049,inactive,Chiru Motos,Revenda,company,São Vicente,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
75050,active,Chocolate Automóveis,Revenda,company,Itumbiara,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
75051,inactive,Choose Veículos,Revenda,company,Araruama,Rio de Janeiro,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
75053,active,Honda Chroma Atibaia,Revenda,company,Atibaia,São Paulo,Carteira CS - Kelly Viana,#N/A,Concessionárias,
75054,inactive,Honda Chroma Bragança,Revenda,company,Bragança Paulista,São Paulo,Carteira Concessionária,#N/A,Concessionárias,
75055,active,Honda Chroma Jundiaí - 0Km,Revenda,company,Jundiaí,São Paulo,Carteira CS - Kelly Viana,#N/A,Concessionárias,
75056,active,Honda Chroma Vinhedo,Revenda,company,Vinhedo,São Paulo,Carteira CS - Kelly Viana,#N/A,Concessionárias,
75057,inactive,Chr Veiculos,Revenda,company,Gurupi,Tocantins,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
